country,store_code,store_name,account_group_name,year,amount_sum
HK,HE1,Zarola,1. 급 여,2022,0.0
HK,HE1,Zarola,1. 급 여,2023,0.0
HK,HE1,Zarola,1. 급 여,2024,0.0
HK,HE1,Zarola,1. 급 여,2025,0.0
HK,HE1,Zarola,1. 급 여,2026,0.0
HK,HE1,Zarola,10. 지급수수료,2022,279.61
HK,HE1,Zarola,10. 지급수수료,2023,394.76
HK,HE1,Zarola,10. 지급수수료,2024,527.1
HK,HE1,Zarola,10. 지급수수료,2025,451.26
HK,HE1,Zarola,10. 지급수수료,2026,494.71
HK,HE1,Zarola,11. 운반비,2022,108.21
HK,HE1,Zarola,11. 운반비,2023,62.48
HK,HE1,Zarola,11. 운반비,2024,88.54
HK,HE1,Zarola,11. 운반비,2025,107.7
HK,HE1,Zarola,11. 운반비,2026,85.52
HK,HE1,Zarola,12. 기타 수수료(매장관리비 외),2022,2.81
HK,HE1,Zarola,12. 기타 수수료(매장관리비 외),2023,0.0
HK,HE1,Zarola,12. 기타 수수료(매장관리비 외),2024,0.0
HK,HE1,Zarola,12. 기타 수수료(매장관리비 외),2025,25.79
HK,HE1,Zarola,12. 기타 수수료(매장관리비 외),2026,4.06
HK,HE1,Zarola,13. 보험료,2022,0.0
HK,HE1,Zarola,13. 보험료,2023,0.0
HK,HE1,Zarola,13. 보험료,2024,0.0
HK,HE1,Zarola,13. 보험료,2025,0.0
HK,HE1,Zarola,13. 보험료,2026,0.0
HK,HE1,Zarola,14. 감가상각비,2022,0.0
HK,HE1,Zarola,14. 감가상각비,2023,0.0
HK,HE1,Zarola,14. 감가상각비,2024,0.0
HK,HE1,Zarola,14. 감가상각비,2025,0.0
HK,HE1,Zarola,14. 감가상각비,2026,0.0
HK,HE1,Zarola,15. 면세점 직접비,2022,0.0
HK,HE1,Zarola,15. 면세점 직접비,2023,0.0
HK,HE1,Zarola,15. 면세점 직접비,2024,0.0
HK,HE1,Zarola,15. 면세점 직접비,2025,0.0
HK,HE1,Zarola,15. 면세점 직접비,2026,0.0
HK,HE1,Zarola,2. TRAVEL & MEAL,2022,0.0
HK,HE1,Zarola,2. TRAVEL & MEAL,2023,0.0
HK,HE1,Zarola,2. TRAVEL & MEAL,2024,0.0
HK,HE1,Zarola,2. TRAVEL & MEAL,2025,0.0
HK,HE1,Zarola,2. TRAVEL & MEAL,2026,0.0
HK,HE1,Zarola,3. 피복비(유니폼),2022,0.0
HK,HE1,Zarola,3. 피복비(유니폼),2023,0.0
HK,HE1,Zarola,3. 피복비(유니폼),2024,0.0
HK,HE1,Zarola,3. 피복비(유니폼),2025,0.0
HK,HE1,Zarola,3. 피복비(유니폼),2026,0.0
HK,HE1,Zarola,4. 임차료,2022,0.0
HK,HE1,Zarola,4. 임차료,2023,0.0
HK,HE1,Zarola,4. 임차료,2024,0.0
HK,HE1,Zarola,4. 임차료,2025,0.0
HK,HE1,Zarola,4. 임차료,2026,0.0
HK,HE1,Zarola,5. 유지보수비,2022,0.0
HK,HE1,Zarola,5. 유지보수비,2023,0.0
HK,HE1,Zarola,5. 유지보수비,2024,0.0
HK,HE1,Zarola,5. 유지보수비,2025,0.0
HK,HE1,Zarola,5. 유지보수비,2026,0.0
HK,HE1,Zarola,6. 수도광열비,2022,0.0
HK,HE1,Zarola,6. 수도광열비,2023,0.0
HK,HE1,Zarola,6. 수도광열비,2024,0.0
HK,HE1,Zarola,6. 수도광열비,2025,0.0
HK,HE1,Zarola,6. 수도광열비,2026,0.0
HK,HE1,Zarola,7. 소모품비,2022,23.43
HK,HE1,Zarola,7. 소모품비,2023,14.84
HK,HE1,Zarola,7. 소모품비,2024,2.55
HK,HE1,Zarola,7. 소모품비,2025,8.68
HK,HE1,Zarola,7. 소모품비,2026,10.89
HK,HE1,Zarola,8. 통신비,2022,0.0
HK,HE1,Zarola,8. 통신비,2023,0.0
HK,HE1,Zarola,8. 통신비,2024,0.0
HK,HE1,Zarola,8. 통신비,2025,0.0
HK,HE1,Zarola,8. 통신비,2026,0.0
HK,HE1,Zarola,9. 광고선전비,2022,66.19
HK,HE1,Zarola,9. 광고선전비,2023,68.57
HK,HE1,Zarola,9. 광고선전비,2024,121.4
HK,HE1,Zarola,9. 광고선전비,2025,334.72
HK,HE1,Zarola,9. 광고선전비,2026,110.05
HK,HE1,Zarola,Tag매출액,2022,1662.69
HK,HE1,Zarola,Tag매출액,2023,1723.97
HK,HE1,Zarola,Tag매출액,2024,2872.66
HK,HE1,Zarola,Tag매출액,2025,2559.49
HK,HE1,Zarola,Tag매출액,2026,2528.43
HK,HE1,Zarola,매출원가합계,2022,1204.06
HK,HE1,Zarola,매출원가합계,2023,1085.1
HK,HE1,Zarola,매출원가합계,2024,1832.59
HK,HE1,Zarola,매출원가합계,2025,1679.07
HK,HE1,Zarola,매출원가합계,2026,1584.11
HK,HE1,Zarola,매출총이익,2022,720.51
HK,HE1,Zarola,매출총이익,2023,542.17
HK,HE1,Zarola,매출총이익,2024,891.58
HK,HE1,Zarola,매출총이익,2025,767.57
HK,HE1,Zarola,매출총이익,2026,800.42
HK,HE1,Zarola,실매출액,2022,1322.54
HK,HE1,Zarola,실매출액,2023,1084.72
HK,HE1,Zarola,실매출액,2024,1807.88
HK,HE1,Zarola,실매출액,2025,1607.11
HK,HE1,Zarola,실매출액,2026,1592.48
HK,HE1,Zarola,영업이익,2022,273.35
HK,HE1,Zarola,영업이익,2023,35.81
HK,HE1,Zarola,영업이익,2024,212.69
HK,HE1,Zarola,영업이익,2025,6.79
HK,HE1,Zarola,영업이익,2026,150.21
HK,HE1,Zarola,판매관리비,2022,447.16
HK,HE1,Zarola,판매관리비,2023,506.36
HK,HE1,Zarola,판매관리비,2024,678.9
HK,HE1,Zarola,판매관리비,2025,760.78
HK,HE1,Zarola,판매관리비,2026,650.21
HK,HE1,Zarola,할인율,2022,2.01
HK,HE1,Zarola,할인율,2023,3.09
HK,HE1,Zarola,할인율,2024,3.96
HK,HE1,Zarola,할인율,2025,4.36
HK,HE1,Zarola,할인율,2026,3.67
HK,HE2,자사몰,1. 급 여,2022,0.0
HK,HE2,자사몰,1. 급 여,2023,0.0
HK,HE2,자사몰,1. 급 여,2024,0.0
HK,HE2,자사몰,1. 급 여,2025,0.0
HK,HE2,자사몰,1. 급 여,2026,0.0
HK,HE2,자사몰,10. 지급수수료,2022,805.61
HK,HE2,자사몰,10. 지급수수료,2023,545.27
HK,HE2,자사몰,10. 지급수수료,2024,498.47
HK,HE2,자사몰,10. 지급수수료,2025,766.97
HK,HE2,자사몰,10. 지급수수료,2026,849.54
HK,HE2,자사몰,11. 운반비,2022,205.66
HK,HE2,자사몰,11. 운반비,2023,132.25
HK,HE2,자사몰,11. 운반비,2024,84.96
HK,HE2,자사몰,11. 운반비,2025,305.36
HK,HE2,자사몰,11. 운반비,2026,362.13
HK,HE2,자사몰,12. 기타 수수료(매장관리비 외),2022,73.71
HK,HE2,자사몰,12. 기타 수수료(매장관리비 외),2023,72.88
HK,HE2,자사몰,12. 기타 수수료(매장관리비 외),2024,53.69
HK,HE2,자사몰,12. 기타 수수료(매장관리비 외),2025,171.25
HK,HE2,자사몰,12. 기타 수수료(매장관리비 외),2026,468.93
HK,HE2,자사몰,13. 보험료,2022,0.0
HK,HE2,자사몰,13. 보험료,2023,0.0
HK,HE2,자사몰,13. 보험료,2024,0.0
HK,HE2,자사몰,13. 보험료,2025,0.0
HK,HE2,자사몰,13. 보험료,2026,0.0
HK,HE2,자사몰,14. 감가상각비,2022,0.0
HK,HE2,자사몰,14. 감가상각비,2023,0.0
HK,HE2,자사몰,14. 감가상각비,2024,0.0
HK,HE2,자사몰,14. 감가상각비,2025,0.0
HK,HE2,자사몰,14. 감가상각비,2026,0.0
HK,HE2,자사몰,15. 면세점 직접비,2022,0.0
HK,HE2,자사몰,15. 면세점 직접비,2023,0.0
HK,HE2,자사몰,15. 면세점 직접비,2024,0.0
HK,HE2,자사몰,15. 면세점 직접비,2025,0.0
HK,HE2,자사몰,15. 면세점 직접비,2026,0.0
HK,HE2,자사몰,2. TRAVEL & MEAL,2022,0.0
HK,HE2,자사몰,2. TRAVEL & MEAL,2023,1.03
HK,HE2,자사몰,2. TRAVEL & MEAL,2024,0.0
HK,HE2,자사몰,2. TRAVEL & MEAL,2025,0.0
HK,HE2,자사몰,2. TRAVEL & MEAL,2026,0.0
HK,HE2,자사몰,3. 피복비(유니폼),2022,0.0
HK,HE2,자사몰,3. 피복비(유니폼),2023,2.37
HK,HE2,자사몰,3. 피복비(유니폼),2024,0.0
HK,HE2,자사몰,3. 피복비(유니폼),2025,0.0
HK,HE2,자사몰,3. 피복비(유니폼),2026,0.0
HK,HE2,자사몰,4. 임차료,2022,0.0
HK,HE2,자사몰,4. 임차료,2023,0.0
HK,HE2,자사몰,4. 임차료,2024,0.0
HK,HE2,자사몰,4. 임차료,2025,0.0
HK,HE2,자사몰,4. 임차료,2026,0.0
HK,HE2,자사몰,5. 유지보수비,2022,0.0
HK,HE2,자사몰,5. 유지보수비,2023,0.0
HK,HE2,자사몰,5. 유지보수비,2024,0.0
HK,HE2,자사몰,5. 유지보수비,2025,0.57
HK,HE2,자사몰,5. 유지보수비,2026,3.3
HK,HE2,자사몰,6. 수도광열비,2022,0.0
HK,HE2,자사몰,6. 수도광열비,2023,0.0
HK,HE2,자사몰,6. 수도광열비,2024,0.0
HK,HE2,자사몰,6. 수도광열비,2025,0.0
HK,HE2,자사몰,6. 수도광열비,2026,0.0
HK,HE2,자사몰,7. 소모품비,2022,23.46
HK,HE2,자사몰,7. 소모품비,2023,32.14
HK,HE2,자사몰,7. 소모품비,2024,2.6
HK,HE2,자사몰,7. 소모품비,2025,8.68
HK,HE2,자사몰,7. 소모품비,2026,10.89
HK,HE2,자사몰,8. 통신비,2022,0.0
HK,HE2,자사몰,8. 통신비,2023,0.0
HK,HE2,자사몰,8. 통신비,2024,0.0
HK,HE2,자사몰,8. 통신비,2025,0.0
HK,HE2,자사몰,8. 통신비,2026,0.0
HK,HE2,자사몰,9. 광고선전비,2022,25.61
HK,HE2,자사몰,9. 광고선전비,2023,22.13
HK,HE2,자사몰,9. 광고선전비,2024,30.34
HK,HE2,자사몰,9. 광고선전비,2025,36.3
HK,HE2,자사몰,9. 광고선전비,2026,50.84
HK,HE2,자사몰,Tag매출액,2022,5111.68
HK,HE2,자사몰,Tag매출액,2023,3716.67
HK,HE2,자사몰,Tag매출액,2024,3439.74
HK,HE2,자사몰,Tag매출액,2025,7743.21
HK,HE2,자사몰,Tag매출액,2026,11434.85
HK,HE2,자사몰,매출원가합계,2022,3226.05
HK,HE2,자사몰,매출원가합계,2023,2311.04
HK,HE2,자사몰,매출원가합계,2024,2264.92
HK,HE2,자사몰,매출원가합계,2025,5037.9
HK,HE2,자사몰,매출원가합계,2026,7175.1
HK,HE2,자사몰,매출총이익,2022,2967.21
HK,HE2,자사몰,매출총이익,2023,2049.7
HK,HE2,자사몰,매출총이익,2024,1750.0
HK,HE2,자사몰,매출총이익,2025,3185.31
HK,HE2,자사몰,매출총이익,2026,4715.47
HK,HE2,자사몰,실매출액,2022,4580.24
HK,HE2,자사몰,실매출액,2023,3205.22
HK,HE2,자사몰,실매출액,2024,2882.46
HK,HE2,자사몰,실매출액,2025,5704.26
HK,HE2,자사몰,실매출액,2026,8303.02
HK,HE2,자사몰,영업이익,2022,1845.97
HK,HE2,자사몰,영업이익,2023,1252.7
HK,HE2,자사몰,영업이익,2024,1095.12
HK,HE2,자사몰,영업이익,2025,1914.34
HK,HE2,자사몰,영업이익,2026,2995.26
HK,HE2,자사몰,판매관리비,2022,1121.24
HK,HE2,자사몰,판매관리비,2023,797.0
HK,HE2,자사몰,판매관리비,2024,654.89
HK,HE2,자사몰,판매관리비,2025,1270.98
HK,HE2,자사몰,판매관리비,2026,1720.21
HK,HE2,자사몰,할인율,2022,1.24
HK,HE2,자사몰,할인율,2023,1.5
HK,HE2,자사몰,할인율,2024,1.85
HK,HE2,자사몰,할인율,2025,2.27
HK,HE2,자사몰,할인율,2026,2.78
HK,M01,Mongkok,1. 급 여,2022,4020.03
HK,M01,Mongkok,1. 급 여,2023,4972.3
HK,M01,Mongkok,1. 급 여,2024,4257.73
HK,M01,Mongkok,1. 급 여,2025,3685.41
HK,M01,Mongkok,1. 급 여,2026,4790.35
HK,M01,Mongkok,10. 지급수수료,2022,296.17
HK,M01,Mongkok,10. 지급수수료,2023,259.72
HK,M01,Mongkok,10. 지급수수료,2024,281.99
HK,M01,Mongkok,10. 지급수수료,2025,205.44
HK,M01,Mongkok,10. 지급수수료,2026,321.41
HK,M01,Mongkok,11. 운반비,2022,703.31
HK,M01,Mongkok,11. 운반비,2023,1373.31
HK,M01,Mongkok,11. 운반비,2024,1479.93
HK,M01,Mongkok,11. 운반비,2025,1026.2
HK,M01,Mongkok,11. 운반비,2026,1025.2
HK,M01,Mongkok,12. 기타 수수료(매장관리비 외),2022,912.21
HK,M01,Mongkok,12. 기타 수수료(매장관리비 외),2023,974.12
HK,M01,Mongkok,12. 기타 수수료(매장관리비 외),2024,997.6
HK,M01,Mongkok,12. 기타 수수료(매장관리비 외),2025,961.71
HK,M01,Mongkok,12. 기타 수수료(매장관리비 외),2026,943.37
HK,M01,Mongkok,13. 보험료,2022,46.66
HK,M01,Mongkok,13. 보험료,2023,44.68
HK,M01,Mongkok,13. 보험료,2024,40.55
HK,M01,Mongkok,13. 보험료,2025,43.8
HK,M01,Mongkok,13. 보험료,2026,68.07
HK,M01,Mongkok,14. 감가상각비,2022,1026.22
HK,M01,Mongkok,14. 감가상각비,2023,1077.63
HK,M01,Mongkok,14. 감가상각비,2024,1077.63
HK,M01,Mongkok,14. 감가상각비,2025,636.79
HK,M01,Mongkok,14. 감가상각비,2026,1490.43
HK,M01,Mongkok,15. 면세점 직접비,2022,0.0
HK,M01,Mongkok,15. 면세점 직접비,2023,0.0
HK,M01,Mongkok,15. 면세점 직접비,2024,0.0
HK,M01,Mongkok,15. 면세점 직접비,2025,0.0
HK,M01,Mongkok,15. 면세점 직접비,2026,0.0
HK,M01,Mongkok,2. TRAVEL & MEAL,2022,5.44
HK,M01,Mongkok,2. TRAVEL & MEAL,2023,4.16
HK,M01,Mongkok,2. TRAVEL & MEAL,2024,2.13
HK,M01,Mongkok,2. TRAVEL & MEAL,2025,2.26
HK,M01,Mongkok,2. TRAVEL & MEAL,2026,2.23
HK,M01,Mongkok,3. 피복비(유니폼),2022,10.1
HK,M01,Mongkok,3. 피복비(유니폼),2023,19.19
HK,M01,Mongkok,3. 피복비(유니폼),2024,18.12
HK,M01,Mongkok,3. 피복비(유니폼),2025,17.19
HK,M01,Mongkok,3. 피복비(유니폼),2026,6.84
HK,M01,Mongkok,4. 임차료,2022,13484.13
HK,M01,Mongkok,4. 임차료,2023,13657.82
HK,M01,Mongkok,4. 임차료,2024,14144.54
HK,M01,Mongkok,4. 임차료,2025,11461.07
HK,M01,Mongkok,4. 임차료,2026,13069.96
HK,M01,Mongkok,5. 유지보수비,2022,40.01
HK,M01,Mongkok,5. 유지보수비,2023,53.98
HK,M01,Mongkok,5. 유지보수비,2024,55.23
HK,M01,Mongkok,5. 유지보수비,2025,25.71
HK,M01,Mongkok,5. 유지보수비,2026,16.87
HK,M01,Mongkok,6. 수도광열비,2022,97.92
HK,M01,Mongkok,6. 수도광열비,2023,113.31
HK,M01,Mongkok,6. 수도광열비,2024,90.97
HK,M01,Mongkok,6. 수도광열비,2025,95.27
HK,M01,Mongkok,6. 수도광열비,2026,99.61
HK,M01,Mongkok,7. 소모품비,2022,155.66
HK,M01,Mongkok,7. 소모품비,2023,85.85
HK,M01,Mongkok,7. 소모품비,2024,53.3
HK,M01,Mongkok,7. 소모품비,2025,59.43
HK,M01,Mongkok,7. 소모품비,2026,28.44
HK,M01,Mongkok,8. 통신비,2022,17.57
HK,M01,Mongkok,8. 통신비,2023,15.0
HK,M01,Mongkok,8. 통신비,2024,15.86
HK,M01,Mongkok,8. 통신비,2025,17.69
HK,M01,Mongkok,8. 통신비,2026,17.36
HK,M01,Mongkok,9. 광고선전비,2022,312.86
HK,M01,Mongkok,9. 광고선전비,2023,630.38
HK,M01,Mongkok,9. 광고선전비,2024,216.79
HK,M01,Mongkok,9. 광고선전비,2025,331.98
HK,M01,Mongkok,9. 광고선전비,2026,123.25
HK,M01,Mongkok,Tag매출액,2022,28254.82
HK,M01,Mongkok,Tag매출액,2023,32440.66
HK,M01,Mongkok,Tag매출액,2024,26489.46
HK,M01,Mongkok,Tag매출액,2025,18631.46
HK,M01,Mongkok,Tag매출액,2026,25000.51
HK,M01,Mongkok,매출원가합계,2022,17364.53
HK,M01,Mongkok,매출원가합계,2023,20223.35
HK,M01,Mongkok,매출원가합계,2024,17413.65
HK,M01,Mongkok,매출원가합계,2025,11756.46
HK,M01,Mongkok,매출원가합계,2026,15572.52
HK,M01,Mongkok,매출총이익,2022,17237.62
HK,M01,Mongkok,매출총이익,2023,19370.46
HK,M01,Mongkok,매출총이익,2024,14901.89
HK,M01,Mongkok,매출총이익,2025,10789.72
HK,M01,Mongkok,매출총이익,2026,14517.23
HK,M01,Mongkok,실매출액,2022,25919.89
HK,M01,Mongkok,실매출액,2023,29482.13
HK,M01,Mongkok,실매출액,2024,23608.71
HK,M01,Mongkok,실매출액,2025,16667.95
HK,M01,Mongkok,실매출액,2026,22303.49
HK,M01,Mongkok,영업이익,2022,5017.85
HK,M01,Mongkok,영업이익,2023,5719.26
HK,M01,Mongkok,영업이익,2024,1479.05
HK,M01,Mongkok,영업이익,2025,-41.0
HK,M01,Mongkok,영업이익,2026,1505.61
HK,M01,Mongkok,판매관리비,2022,12219.77
HK,M01,Mongkok,판매관리비,2023,13651.19
HK,M01,Mongkok,판매관리비,2024,13422.83
HK,M01,Mongkok,판매관리비,2025,10830.72
HK,M01,Mongkok,판매관리비,2026,13011.62
HK,M01,Mongkok,할인율,2022,0.98
HK,M01,Mongkok,할인율,2023,0.98
HK,M01,Mongkok,할인율,2024,1.29
HK,M01,Mongkok,할인율,2025,1.25
HK,M01,Mongkok,할인율,2026,1.04
HK,M02,TSQ,1. 급 여,2022,2180.1
HK,M02,TSQ,1. 급 여,2023,2592.89
HK,M02,TSQ,1. 급 여,2024,1911.8
HK,M02,TSQ,1. 급 여,2025,2500.72
HK,M02,TSQ,1. 급 여,2026,2828.35
HK,M02,TSQ,10. 지급수수료,2022,259.62
HK,M02,TSQ,10. 지급수수료,2023,187.01
HK,M02,TSQ,10. 지급수수료,2024,117.09
HK,M02,TSQ,10. 지급수수료,2025,90.65
HK,M02,TSQ,10. 지급수수료,2026,134.36
HK,M02,TSQ,11. 운반비,2022,683.41
HK,M02,TSQ,11. 운반비,2023,702.26
HK,M02,TSQ,11. 운반비,2024,494.12
HK,M02,TSQ,11. 운반비,2025,376.25
HK,M02,TSQ,11. 운반비,2026,406.48
HK,M02,TSQ,12. 기타 수수료(매장관리비 외),2022,454.32
HK,M02,TSQ,12. 기타 수수료(매장관리비 외),2023,477.85
HK,M02,TSQ,12. 기타 수수료(매장관리비 외),2024,462.02
HK,M02,TSQ,12. 기타 수수료(매장관리비 외),2025,476.12
HK,M02,TSQ,12. 기타 수수료(매장관리비 외),2026,486.09
HK,M02,TSQ,13. 보험료,2022,17.75
HK,M02,TSQ,13. 보험료,2023,16.72
HK,M02,TSQ,13. 보험료,2024,13.93
HK,M02,TSQ,13. 보험료,2025,12.75
HK,M02,TSQ,13. 보험료,2026,12.78
HK,M02,TSQ,14. 감가상각비,2022,17.14
HK,M02,TSQ,14. 감가상각비,2023,31.96
HK,M02,TSQ,14. 감가상각비,2024,38.36
HK,M02,TSQ,14. 감가상각비,2025,39.25
HK,M02,TSQ,14. 감가상각비,2026,460.94
HK,M02,TSQ,15. 면세점 직접비,2022,0.0
HK,M02,TSQ,15. 면세점 직접비,2023,0.0
HK,M02,TSQ,15. 면세점 직접비,2024,0.0
HK,M02,TSQ,15. 면세점 직접비,2025,0.0
HK,M02,TSQ,15. 면세점 직접비,2026,0.0
HK,M02,TSQ,2. TRAVEL & MEAL,2022,2.83
HK,M02,TSQ,2. TRAVEL & MEAL,2023,1.81
HK,M02,TSQ,2. TRAVEL & MEAL,2024,1.34
HK,M02,TSQ,2. TRAVEL & MEAL,2025,1.11
HK,M02,TSQ,2. TRAVEL & MEAL,2026,1.83
HK,M02,TSQ,3. 피복비(유니폼),2022,9.11
HK,M02,TSQ,3. 피복비(유니폼),2023,8.65
HK,M02,TSQ,3. 피복비(유니폼),2024,12.06
HK,M02,TSQ,3. 피복비(유니폼),2025,11.48
HK,M02,TSQ,3. 피복비(유니폼),2026,6.84
HK,M02,TSQ,4. 임차료,2022,8414.27
HK,M02,TSQ,4. 임차료,2023,7319.94
HK,M02,TSQ,4. 임차료,2024,7434.1
HK,M02,TSQ,4. 임차료,2025,6762.5
HK,M02,TSQ,4. 임차료,2026,5274.9
HK,M02,TSQ,5. 유지보수비,2022,16.81
HK,M02,TSQ,5. 유지보수비,2023,19.64
HK,M02,TSQ,5. 유지보수비,2024,16.45
HK,M02,TSQ,5. 유지보수비,2025,8.76
HK,M02,TSQ,5. 유지보수비,2026,11.74
HK,M02,TSQ,6. 수도광열비,2022,38.39
HK,M02,TSQ,6. 수도광열비,2023,48.37
HK,M02,TSQ,6. 수도광열비,2024,40.32
HK,M02,TSQ,6. 수도광열비,2025,39.16
HK,M02,TSQ,6. 수도광열비,2026,40.49
HK,M02,TSQ,7. 소모품비,2022,70.42
HK,M02,TSQ,7. 소모품비,2023,65.37
HK,M02,TSQ,7. 소모품비,2024,29.74
HK,M02,TSQ,7. 소모품비,2025,33.66
HK,M02,TSQ,7. 소모품비,2026,10.9
HK,M02,TSQ,8. 통신비,2022,14.31
HK,M02,TSQ,8. 통신비,2023,20.93
HK,M02,TSQ,8. 통신비,2024,7.92
HK,M02,TSQ,8. 통신비,2025,8.59
HK,M02,TSQ,8. 통신비,2026,8.67
HK,M02,TSQ,9. 광고선전비,2022,4347.66
HK,M02,TSQ,9. 광고선전비,2023,1211.64
HK,M02,TSQ,9. 광고선전비,2024,31.68
HK,M02,TSQ,9. 광고선전비,2025,57.97
HK,M02,TSQ,9. 광고선전비,2026,71.14
HK,M02,TSQ,Tag매출액,2022,19673.32
HK,M02,TSQ,Tag매출액,2023,16386.27
HK,M02,TSQ,Tag매출액,2024,8716.86
HK,M02,TSQ,Tag매출액,2025,6756.41
HK,M02,TSQ,Tag매출액,2026,9950.56
HK,M02,TSQ,매출원가합계,2022,12091.91
HK,M02,TSQ,매출원가합계,2023,10203.01
HK,M02,TSQ,매출원가합계,2024,5720.5
HK,M02,TSQ,매출원가합계,2025,4229.37
HK,M02,TSQ,매출원가합계,2026,6191.98
HK,M02,TSQ,매출총이익,2022,12782.94
HK,M02,TSQ,매출총이익,2023,10080.58
HK,M02,TSQ,매출총이익,2024,4994.28
HK,M02,TSQ,매출총이익,2025,3998.29
HK,M02,TSQ,매출총이익,2026,5889.49
HK,M02,TSQ,실매출액,2022,18828.9
HK,M02,TSQ,실매출액,2023,15182.08
HK,M02,TSQ,실매출액,2024,7854.53
HK,M02,TSQ,실매출액,2025,6112.98
HK,M02,TSQ,실매출액,2026,8985.48
HK,M02,TSQ,영업이익,2022,3727.82
HK,M02,TSQ,영업이익,2023,2937.77
HK,M02,TSQ,영업이익,2024,-927.86
HK,M02,TSQ,영업이익,2025,-1760.08
HK,M02,TSQ,영업이익,2026,221.17
HK,M02,TSQ,판매관리비,2022,9055.12
HK,M02,TSQ,판매관리비,2023,7142.81
HK,M02,TSQ,판매관리비,2024,5922.13
HK,M02,TSQ,판매관리비,2025,5758.37
HK,M02,TSQ,판매관리비,2026,5668.32
HK,M02,TSQ,할인율,2022,0.5
HK,M02,TSQ,할인율,2023,0.82
HK,M02,TSQ,할인율,2024,1.17
HK,M02,TSQ,할인율,2025,1.11
HK,M02,TSQ,할인율,2026,0.91
HK,M03,Temp HK,1. 급 여,2022,204.04
HK,M03,Temp HK,1. 급 여,2023,0.0
HK,M03,Temp HK,1. 급 여,2024,0.0
HK,M03,Temp HK,1. 급 여,2025,0.0
HK,M03,Temp HK,1. 급 여,2026,0.0
HK,M03,Temp HK,10. 지급수수료,2022,15.6
HK,M03,Temp HK,10. 지급수수료,2023,0.0
HK,M03,Temp HK,10. 지급수수료,2024,0.0
HK,M03,Temp HK,10. 지급수수료,2025,51.79
HK,M03,Temp HK,10. 지급수수료,2026,0.0
HK,M03,Temp HK,11. 운반비,2022,327.42
HK,M03,Temp HK,11. 운반비,2023,0.0
HK,M03,Temp HK,11. 운반비,2024,0.0
HK,M03,Temp HK,11. 운반비,2025,55.23
HK,M03,Temp HK,11. 운반비,2026,0.0
HK,M03,Temp HK,12. 기타 수수료(매장관리비 외),2022,94.1
HK,M03,Temp HK,12. 기타 수수료(매장관리비 외),2023,0.0
HK,M03,Temp HK,12. 기타 수수료(매장관리비 외),2024,0.0
HK,M03,Temp HK,12. 기타 수수료(매장관리비 외),2025,110.33
HK,M03,Temp HK,12. 기타 수수료(매장관리비 외),2026,0.0
HK,M03,Temp HK,13. 보험료,2022,4.91
HK,M03,Temp HK,13. 보험료,2023,0.0
HK,M03,Temp HK,13. 보험료,2024,0.0
HK,M03,Temp HK,13. 보험료,2025,1.56
HK,M03,Temp HK,13. 보험료,2026,0.0
HK,M03,Temp HK,14. 감가상각비,2022,207.21
HK,M03,Temp HK,14. 감가상각비,2023,0.0
HK,M03,Temp HK,14. 감가상각비,2024,0.0
HK,M03,Temp HK,14. 감가상각비,2025,0.0
HK,M03,Temp HK,14. 감가상각비,2026,0.0
HK,M03,Temp HK,15. 면세점 직접비,2022,0.0
HK,M03,Temp HK,15. 면세점 직접비,2023,0.0
HK,M03,Temp HK,15. 면세점 직접비,2024,0.0
HK,M03,Temp HK,15. 면세점 직접비,2025,0.0
HK,M03,Temp HK,15. 면세점 직접비,2026,0.0
HK,M03,Temp HK,2. TRAVEL & MEAL,2022,0.2
HK,M03,Temp HK,2. TRAVEL & MEAL,2023,0.0
HK,M03,Temp HK,2. TRAVEL & MEAL,2024,0.0
HK,M03,Temp HK,2. TRAVEL & MEAL,2025,1.26
HK,M03,Temp HK,2. TRAVEL & MEAL,2026,0.0
HK,M03,Temp HK,3. 피복비(유니폼),2022,3.45
HK,M03,Temp HK,3. 피복비(유니폼),2023,0.0
HK,M03,Temp HK,3. 피복비(유니폼),2024,0.0
HK,M03,Temp HK,3. 피복비(유니폼),2025,0.0
HK,M03,Temp HK,3. 피복비(유니폼),2026,0.0
HK,M03,Temp HK,4. 임차료,2022,905.32
HK,M03,Temp HK,4. 임차료,2023,0.0
HK,M03,Temp HK,4. 임차료,2024,0.0
HK,M03,Temp HK,4. 임차료,2025,954.29
HK,M03,Temp HK,4. 임차료,2026,0.0
HK,M03,Temp HK,5. 유지보수비,2022,1.21
HK,M03,Temp HK,5. 유지보수비,2023,0.0
HK,M03,Temp HK,5. 유지보수비,2024,0.0
HK,M03,Temp HK,5. 유지보수비,2025,0.0
HK,M03,Temp HK,5. 유지보수비,2026,0.0
HK,M03,Temp HK,6. 수도광열비,2022,9.19
HK,M03,Temp HK,6. 수도광열비,2023,0.0
HK,M03,Temp HK,6. 수도광열비,2024,0.0
HK,M03,Temp HK,6. 수도광열비,2025,0.0
HK,M03,Temp HK,6. 수도광열비,2026,0.0
HK,M03,Temp HK,7. 소모품비,2022,64.98
HK,M03,Temp HK,7. 소모품비,2023,0.0
HK,M03,Temp HK,7. 소모품비,2024,0.0
HK,M03,Temp HK,7. 소모품비,2025,2.21
HK,M03,Temp HK,7. 소모품비,2026,0.0
HK,M03,Temp HK,8. 통신비,2022,5.98
HK,M03,Temp HK,8. 통신비,2023,0.0
