brand,country,channel,store_code,store_name,expense_category,account_name,account_name_en,account_name_clean,account_level,parent_account_name,account_group_name,year,amount,source_column,source_row
M,HK,오피스,M99,MLB 오피스,영업비,- Payroll,- Payroll,Payroll,child,1. 급 여,1. 급 여,2026,7934.598060000002,26년 합계,10
M,HK,오피스,M99,MLB 오피스,영업비,- Incentive,- Incentive,Incentive,child,1. 급 여,1. 급 여,2022,505.061,22년 합계,11
M,HK,오피스,M99,MLB 오피스,영업비,- Incentive,- Incentive,Incentive,child,1. 급 여,1. 급 여,2023,731.861,23년 합계,11
M,HK,오피스,M99,MLB 오피스,영업비,- Incentive,- Incentive,Incentive,child,1. 급 여,1. 급 여,2024,579.8697199999999,24년 합계,11
M,HK,오피스,M99,MLB 오피스,영업비,- Incentive,- Incentive,Incentive,child,1. 급 여,1. 급 여,2025,543.17152,25년 합계,11
M,HK,오피스,M99,MLB 오피스,영업비,- Incentive,- Incentive,Incentive,child,1. 급 여,1. 급 여,2026,1458.9952500000002,26년 합계,11
M,HK,오피스,M99,MLB 오피스,영업비,- EMPLOYEE BENEFIT PROGRAMS,- EMPLOYEE BENEFIT PROGRAMS,EMPLOYEE BENEFIT PROGRAMS,child,1. 급 여,1. 급 여,2022,158.30066000000002,22년 합계,12
M,HK,오피스,M99,MLB 오피스,영업비,- EMPLOYEE BENEFIT PROGRAMS,- EMPLOYEE BENEFIT PROGRAMS,EMPLOYEE BENEFIT PROGRAMS,child,1. 급 여,1. 급 여,2023,183.9386,23년 합계,12
M,HK,오피스,M99,MLB 오피스,영업비,- EMPLOYEE BENEFIT PROGRAMS,- EMPLOYEE BENEFIT PROGRAMS,EMPLOYEE BENEFIT PROGRAMS,child,1. 급 여,1. 급 여,2024,234.20097,24년 합계,12
M,HK,오피스,M99,MLB 오피스,영업비,- EMPLOYEE BENEFIT PROGRAMS,- EMPLOYEE BENEFIT PROGRAMS,EMPLOYEE BENEFIT PROGRAMS,child,1. 급 여,1. 급 여,2025,238.49607,25년 합계,12
M,HK,오피스,M99,MLB 오피스,영업비,- EMPLOYEE BENEFIT PROGRAMS,- EMPLOYEE BENEFIT PROGRAMS,EMPLOYEE BENEFIT PROGRAMS,child,1. 급 여,1. 급 여,2026,444.22164,26년 합계,12
