brand,country,channel,store_code,store_name,expense_category,account_name,account_name_en,account_name_clean,account_level,parent_account_name,account_group_name,year,amount,source_column,source_row
M,HK,리테일,M05,LCX,직접비,- Government Rate & License Fee,- Government Rate & License Fee,Government Rate & License Fee,child,4. 임차료,4. 임차료,2024,247.39999999999992,24년 합계,152
M,HK,리테일,M05,LCX,직접비,- Government Rate & License Fee,- Government Rate & License Fee,Government Rate & License Fee,child,4. 임차료,4. 임차료,2025,300.7,25년 합계,152
M,HK,리테일,M05,LCX,직접비,- Government Rate & License Fee,- Government Rate & License Fee,Government Rate & License Fee,child,4. 임차료,4. 임차료,2026,316.79999999999995,26년 합계,152
M,HK,리테일,M05,LCX,직접비,- Rent free / Rent concession,- Rent free / Rent concession,Rent free / Rent concession,child,4. 임차료,4. 임차료,2022,-180.34799999999998,22년 합계,153
M,HK,리테일,M05,LCX,직접비,- Rent free / Rent concession,- Rent free / Rent concession,Rent free / Rent concession,child,4. 임차료,4. 임차료,2023,0,23년 합계,153
M,HK,리테일,M05,LCX,직접비,- Rent free / Rent concession,- Rent free / Rent concession,Rent free / Rent concession,child,4. 임차료,4. 임차료,2024,0,24년 합계,153
M,HK,리테일,M05,LCX,직접비,- Rent free / Rent concession,- Rent free / Rent concession,Rent free / Rent concession,child,4. 임차료,4. 임차료,2025,0,25년 합계,153
M,HK,리테일,M05,LCX,직접비,- Rent free / Rent concession,- Rent free / Rent concession,Rent free / Rent concession,child,4. 임차료,4. 임차료,2026,0,26년 합계,153
M,HK,리테일,M05,LCX,직접비,- Turnover Rates,- Turnover Rates,Turnover Rates,child,4. 임차료,4. 임차료,2022,811.3677999999999,22년 합계,154
M,HK,리테일,M05,LCX,직접비,- Turnover Rates,- Turnover Rates,Turnover Rates,child,4. 임차료,4. 임차료,2023,284.06894,23년 합계,154
M,HK,리테일,M05,LCX,직접비,- Turnover Rates,- Turnover Rates,Turnover Rates,child,4. 임차료,4. 임차료,2024,0,24년 합계,154
M,HK,리테일,M05,LCX,직접비,- Turnover Rates,- Turnover Rates,Turnover Rates,child,4. 임차료,4. 임차료,2025,0,25년 합계,154
M,HK,리테일,M05,LCX,직접비,- Turnover Rates,- Turnover Rates,Turnover Rates,child,4. 임차료,4. 임차료,2026,0,26년 합계,154
M,HK,리테일,M05,LCX,직접비,5. 유지보수비,5. Maintenance Expense,5. 유지보수비,parent,,5. 유지보수비,2022,19.86722,22년 합계,155
M,HK,리테일,M05,LCX,직접비,5. 유지보수비,5. Maintenance Expense,5. 유지보수비,parent,,5. 유지보수비,2023,12.32932,23년 합계,155
M,HK,리테일,M05,LCX,직접비,5. 유지보수비,5. Maintenance Expense,5. 유지보수비,parent,,5. 유지보수비,2024,28.774279999999997,24년 합계,155
M,HK,리테일,M05,LCX,직접비,5. 유지보수비,5. Maintenance Expense,5. 유지보수비,parent,,5. 유지보수비,2025,8.788089999999997,25년 합계,155
M,HK,리테일,M05,LCX,직접비,5. 유지보수비,5. Maintenance Expense,5. 유지보수비,parent,,5. 유지보수비,2026,11.454449999999998,26년 합계,155
M,HK,리테일,M05,LCX,직접비,6. 수도광열비,6. Utilities,6. 수도광열비,parent,,6. 수도광열비,2022,48.759,22년 합계,156
M,HK,리테일,M05,LCX,직접비,6. 수도광열비,6. Utilities,6. 수도광열비,parent,,6. 수도광열비,2023,55.352000000000004,23년 합계,156
M,HK,리테일,M05,LCX,직접비,6. 수도광열비,6. Utilities,6. 수도광열비,parent,,6. 수도광열비,2024,51.95,24년 합계,156
M,HK,리테일,M05,LCX,직접비,6. 수도광열비,6. Utilities,6. 수도광열비,parent,,6. 수도광열비,2025,51.34400000000001,25년 합계,156
M,HK,리테일,M05,LCX,직접비,6. 수도광열비,6. Utilities,6. 수도광열비,parent,,6. 수도광열비,2026,55.344950000000004,26년 합계,156
M,HK,리테일,M05,LCX,직접비,7. 소모품비,7. Supplies Expense,7. 소모품비,parent,,7. 소모품비,2022,66.15141,22년 합계,157
M,HK,리테일,M05,LCX,직접비,7. 소모품비,7. Supplies Expense,7. 소모품비,parent,,7. 소모품비,2023,68.91341,23년 합계,157
M,HK,리테일,M05,LCX,직접비,7. 소모품비,7. Supplies Expense,7. 소모품비,parent,,7. 소모품비,2024,39.05988,24년 합계,157
M,HK,리테일,M05,LCX,직접비,7. 소모품비,7. Supplies Expense,7. 소모품비,parent,,7. 소모품비,2025,38.12881,25년 합계,157
