brand,country,channel,store_code,store_name,expense_category,account_name,account_name_en,account_name_clean,account_level,parent_account_name,account_group_name,year,month,period_key,period_date,amount,source_column,source_row
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2022,1,2022-01,2022-01-01,0,2201,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2022,2,2022-02,2022-02-01,0,2202,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2022,3,2022-03,2022-03-01,0,2203,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2022,4,2022-04,2022-04-01,0,2204,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2022,5,2022-05,2022-05-01,0,2205,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2022,6,2022-06,2022-06-01,0,2206,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2022,7,2022-07,2022-07-01,0,2207,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2022,8,2022-08,2022-08-01,0,2208,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2022,9,2022-09,2022-09-01,0,2209,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2022,10,2022-10,2022-10-01,0,2210,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2022,11,2022-11,2022-11-01,0,2211,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2022,12,2022-12,2022-12-01,0,2212,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2023,1,2023-01,2023-01-01,0,2301,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2023,2,2023-02,2023-02-01,0,2302,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2023,3,2023-03,2023-03-01,0,2303,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2023,4,2023-04,2023-04-01,0,2304,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2023,5,2023-05,2023-05-01,0,2305,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2023,6,2023-06,2023-06-01,0,2306,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2023,7,2023-07,2023-07-01,0,2307,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2023,8,2023-08,2023-08-01,0,2308,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2023,9,2023-09,2023-09-01,0,2309,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2023,10,2023-10,2023-10-01,0,2310,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2023,11,2023-11,2023-11-01,0,2311,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2023,12,2023-12,2023-12-01,0,2312,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2024,1,2024-01,2024-01-01,0,2401,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2024,2,2024-02,2024-02-01,0,2402,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2024,3,2024-03,2024-03-01,0,2403,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2024,4,2024-04,2024-04-01,0,2404,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2024,5,2024-05,2024-05-01,0,2405,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2024,6,2024-06,2024-06-01,0,2406,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2024,7,2024-07,2024-07-01,0,2407,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2024,8,2024-08,2024-08-01,0,2408,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2024,9,2024-09,2024-09-01,0,2409,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2024,10,2024-10,2024-10-01,0,2410,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2024,11,2024-11,2024-11-01,0,2411,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2024,12,2024-12,2024-12-01,0,2412,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2025,1,2025-01,2025-01-01,0,2501,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2025,2,2025-02,2025-02-01,0,2502,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2025,3,2025-03,2025-03-01,0,2503,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2025,4,2025-04,2025-04-01,0,2504,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2025,5,2025-05,2025-05-01,0,2505,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2025,6,2025-06,2025-06-01,0,2506,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2025,7,2025-07,2025-07-01,0,2507,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2025,8,2025-08,2025-08-01,0,2508,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2025,9,2025-09,2025-09-01,0,2509,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2025,10,2025-10,2025-10-01,0,2510,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2025,11,2025-11,2025-11-01,0,2511,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2025,12,2025-12,2025-12-01,0,2512,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2026,1,2026-01,2026-01-01,0,2601,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2026,2,2026-02,2026-02-01,0,2602,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2026,3,2026-03,2026-03-01,0,2603,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2026,4,2026-04,2026-04-01,0,2604,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2026,5,2026-05,2026-05-01,0,2605,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2026,6,2026-06,2026-06-01,0,2606,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2026,7,2026-07,2026-07-01,0,2607,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2026,8,2026-08,2026-08-01,0,2608,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2026,9,2026-09,2026-09-01,0,2609,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2026,10,2026-10,2026-10-01,0,2610,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2026,11,2026-11,2026-11-01,0,2611,2
M,HK,오피스,M99,MLB 오피스,,Tag매출액,Tag Sales,Tag매출액,parent,,Tag매출액,2026,12,2026-12,2026-12-01,0,2612,2
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2022,1,2022-01,2022-01-01,0,2201,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2022,2,2022-02,2022-02-01,0,2202,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2022,3,2022-03,2022-03-01,0,2203,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2022,4,2022-04,2022-04-01,0,2204,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2022,5,2022-05,2022-05-01,0,2205,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2022,6,2022-06,2022-06-01,0,2206,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2022,7,2022-07,2022-07-01,0,2207,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2022,8,2022-08,2022-08-01,0,2208,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2022,9,2022-09,2022-09-01,0,2209,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2022,10,2022-10,2022-10-01,0,2210,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2022,11,2022-11,2022-11-01,0,2211,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2022,12,2022-12,2022-12-01,0,2212,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2023,1,2023-01,2023-01-01,0,2301,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2023,2,2023-02,2023-02-01,0,2302,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2023,3,2023-03,2023-03-01,0,2303,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2023,4,2023-04,2023-04-01,0,2304,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2023,5,2023-05,2023-05-01,0,2305,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2023,6,2023-06,2023-06-01,0,2306,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2023,7,2023-07,2023-07-01,0,2307,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2023,8,2023-08,2023-08-01,0,2308,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2023,9,2023-09,2023-09-01,0,2309,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2023,10,2023-10,2023-10-01,0,2310,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2023,11,2023-11,2023-11-01,0,2311,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2023,12,2023-12,2023-12-01,0,2312,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2024,1,2024-01,2024-01-01,0,2401,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2024,2,2024-02,2024-02-01,0,2402,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2024,3,2024-03,2024-03-01,0,2403,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2024,4,2024-04,2024-04-01,0,2404,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2024,5,2024-05,2024-05-01,0,2405,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2024,6,2024-06,2024-06-01,0,2406,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2024,7,2024-07,2024-07-01,0,2407,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2024,8,2024-08,2024-08-01,0,2408,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2024,9,2024-09,2024-09-01,0,2409,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2024,10,2024-10,2024-10-01,0,2410,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2024,11,2024-11,2024-11-01,0,2411,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2024,12,2024-12,2024-12-01,0,2412,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2025,1,2025-01,2025-01-01,0,2501,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2025,2,2025-02,2025-02-01,0,2502,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2025,3,2025-03,2025-03-01,0,2503,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2025,4,2025-04,2025-04-01,0,2504,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2025,5,2025-05,2025-05-01,0,2505,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2025,6,2025-06,2025-06-01,0,2506,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2025,7,2025-07,2025-07-01,0,2507,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2025,8,2025-08,2025-08-01,0,2508,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2025,9,2025-09,2025-09-01,0,2509,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2025,10,2025-10,2025-10-01,0,2510,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2025,11,2025-11,2025-11-01,0,2511,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2025,12,2025-12,2025-12-01,0,2512,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2026,1,2026-01,2026-01-01,0,2601,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2026,2,2026-02,2026-02-01,0,2602,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2026,3,2026-03,2026-03-01,0,2603,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2026,4,2026-04,2026-04-01,0,2604,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2026,5,2026-05,2026-05-01,0,2605,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2026,6,2026-06,2026-06-01,0,2606,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2026,7,2026-07,2026-07-01,0,2607,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2026,8,2026-08,2026-08-01,0,2608,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2026,9,2026-09,2026-09-01,0,2609,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2026,10,2026-10,2026-10-01,0,2610,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2026,11,2026-11,2026-11-01,0,2611,3
M,HK,오피스,M99,MLB 오피스,,실매출액,Net Sales,실매출액,parent,,실매출액,2026,12,2026-12,2026-12-01,0,2612,3
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2022,1,2022-01,2022-01-01,0,2201,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2022,2,2022-02,2022-02-01,0,2202,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2022,3,2022-03,2022-03-01,0,2203,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2022,4,2022-04,2022-04-01,0,2204,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2022,5,2022-05,2022-05-01,0,2205,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2022,6,2022-06,2022-06-01,0,2206,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2022,7,2022-07,2022-07-01,0,2207,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2022,8,2022-08,2022-08-01,0,2208,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2022,9,2022-09,2022-09-01,0,2209,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2022,10,2022-10,2022-10-01,0,2210,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2022,11,2022-11,2022-11-01,0,2211,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2022,12,2022-12,2022-12-01,0,2212,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2023,1,2023-01,2023-01-01,0,2301,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2023,2,2023-02,2023-02-01,0,2302,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2023,3,2023-03,2023-03-01,0,2303,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2023,4,2023-04,2023-04-01,0,2304,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2023,5,2023-05,2023-05-01,0,2305,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2023,6,2023-06,2023-06-01,0,2306,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2023,7,2023-07,2023-07-01,0,2307,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2023,8,2023-08,2023-08-01,0,2308,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2023,9,2023-09,2023-09-01,0,2309,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2023,10,2023-10,2023-10-01,0,2310,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2023,11,2023-11,2023-11-01,0,2311,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2023,12,2023-12,2023-12-01,0,2312,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2024,1,2024-01,2024-01-01,0,2401,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2024,2,2024-02,2024-02-01,0,2402,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2024,3,2024-03,2024-03-01,0,2403,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2024,4,2024-04,2024-04-01,0,2404,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2024,5,2024-05,2024-05-01,0,2405,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2024,6,2024-06,2024-06-01,0,2406,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2024,7,2024-07,2024-07-01,0,2407,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2024,8,2024-08,2024-08-01,0,2408,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2024,9,2024-09,2024-09-01,0,2409,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2024,10,2024-10,2024-10-01,0,2410,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2024,11,2024-11,2024-11-01,0,2411,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2024,12,2024-12,2024-12-01,0,2412,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2025,1,2025-01,2025-01-01,0,2501,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2025,2,2025-02,2025-02-01,0,2502,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2025,3,2025-03,2025-03-01,0,2503,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2025,4,2025-04,2025-04-01,0,2504,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2025,5,2025-05,2025-05-01,0,2505,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2025,6,2025-06,2025-06-01,0,2506,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2025,7,2025-07,2025-07-01,0,2507,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2025,8,2025-08,2025-08-01,0,2508,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2025,9,2025-09,2025-09-01,0,2509,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2025,10,2025-10,2025-10-01,0,2510,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2025,11,2025-11,2025-11-01,0,2511,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2025,12,2025-12,2025-12-01,0,2512,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2026,1,2026-01,2026-01-01,0,2601,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2026,2,2026-02,2026-02-01,0,2602,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2026,3,2026-03,2026-03-01,0,2603,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2026,4,2026-04,2026-04-01,0,2604,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2026,5,2026-05,2026-05-01,0,2605,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2026,6,2026-06,2026-06-01,0,2606,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2026,7,2026-07,2026-07-01,0,2607,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2026,8,2026-08,2026-08-01,0,2608,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2026,9,2026-09,2026-09-01,0,2609,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2026,10,2026-10,2026-10-01,0,2610,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2026,11,2026-11,2026-11-01,0,2611,4
M,HK,오피스,M99,MLB 오피스,,매출원가,Cost of Sales,매출원가,child,매출원가합계,매출원가합계,2026,12,2026-12,2026-12-01,0,2612,4
M,HK,오피스,M99,MLB 오피스,,운반비,Freight Expense,운반비,child,매출원가합계,매출원가합계,2022,1,2022-01,2022-01-01,0,2201,5
M,HK,오피스,M99,MLB 오피스,,운반비,Freight Expense,운반비,child,매출원가합계,매출원가합계,2022,2,2022-02,2022-02-01,0,2202,5
M,HK,오피스,M99,MLB 오피스,,운반비,Freight Expense,운반비,child,매출원가합계,매출원가합계,2022,3,2022-03,2022-03-01,0,2203,5
M,HK,오피스,M99,MLB 오피스,,운반비,Freight Expense,운반비,child,매출원가합계,매출원가합계,2022,4,2022-04,2022-04-01,0,2204,5
